_id,ltable_ID,rtable_ID,ltable_Title,ltable_Developer,ltable_Publisher,ltable_Platform,ltable_Genre,ltable_Rating,ltable_ReleaseDate,ltable_CleanRDate,rtable_Title,rtable_Developer,rtable_Publisher,rtable_Platform,rtable_Genre,rtable_Rating,rtable_ReleaseDate,rtable_CleanRDate,gold_label
708004,a6701,b6357,SoulCalibur III,Namco,Namco,Arcade Games|PlayStation 2,Fighting|Action|3D,8.8,25 Oct 2005,2005-10-25,Soulcalibur III,Project Soul,Namco|Sony Computer Entertainment (Europe),PlayStation 2|PlayStation 3,Fighting,7.8,25 October 2005,2005-10-25,1
749599,a6940,b6568,Star Wars: The Force Unleashed II,LucasArts|Red Fly Studio,LucasArts|Disney Interactive Studios,DS|PC|PlayStation 3|Wii|Xbox 360,Action,7.2,26 Oct 2010,2010-10-26,Star Wars: The Force Unleashed - Ultimate Sith Edition,LucasArts,LucasArts,PC|PlayStation 3|Xbox 360,Third-Person|Action|Adventure,6.6,15 December 2009,2009-12-15,0
761756,a6995,b6639,Stick it to the Man!,Zoink!,Ripstone|Zoink!|System 3|Play It|Unity Games Japan,Macintosh|Nintendo Switch|PC|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Action|Platformer|3D,7.2,12 Nov 2013,2013-11-12,Street Fighter X Mega Man,Capcom,Capcom,PC,Platform,7.0,17 December 2012,2012-12-17,0
767397,a1100,b6673,Castlevania: Lords of Shadow 2,Mercury Steam,Konami,PC|PlayStation 3|Xbox 360,Action|Adventure,7.5,25 Feb 2014,2014-02-25,Styx: Master of Shadows,Cyanide Studio,Focus Home Interactive,PC|PlayStation 4|Xbox One,Action,7.2,07 October 2014,2014-10-07,0
808766,a3139,b6897,Hand of Fate,Defiant Development,Defiant Development,Linux|Macintosh|PC|PlayStation 4|Xbox One,Trivia/Board Game,7.5,7 Jul 2014,2014-07-07,Tales of Hearts,Namco Tales Studio,Namco Bandai,Nintendo DS,Role-Playing,7.8,,,0
827466,a1767,b7028,Devil May Cry HD Collection,Pipeworks Software|Inc.,Capcom,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Compilation,8.4,29 Mar 2012,2012-03-29,The Basement Collection,Edmund McMillen,Valve Corporation,PC,Adventure|Platform|Strategy,7.0,31 August 2012,2012-08-31,0
852318,a58,b7211,9: The Last Resort,Tribeca Interactive,GT Interactive,PC,Adventure|First-Person|3D,6.9,30 Sep 1996,1996-09-30,The Last Blade 2,SNK,SNK,Arcade|Dreamcast|Neo Geo,Fighting,8.8,,,0
907839,a7908,b7628,Tom Clancy's Splinter Cell Essentials,Ubisoft,Ubisoft,PSP,Action|Shooter|Tactical|Third-Person,7.5,21 Mar 2006,2006-03-21,Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal|Ubisoft Annecy,Ubisoft,Nintendo GameCube|PC|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Third-Person|Stealth,8.3,28 March 2005,2005-03-28,0
912104,a7942,b7666,Tony Hawk's Underground 2 Remix,Vicarious Visions|Neversoft Entertainment|Shaba Games,Activision|Jamdat Mobile|ak tronic,Game Boy Advance|GameCube|Mobile|PC|PlayStation 2|PSP|Xbox,Sports|Skateboarding/Skating,8.4,4 Oct 2004,2004-10-04,Tony Hawk's Underground 2,Neversoft,Activision,Nintendo GameCube|PC|PlayStation 2|Xbox,Sports,7.9,05 October 2004,2004-10-05,1
913082,a7987,b7683,Total Control Football,Blue Sky Software,Philips Media,PC,Simulation|Sports|Team-Based|Football (American),3.0,31 Oct 1996,1996-10-31,Total Annihilation,Cavedog Entertainment,GT Interactive,PC,Real-time strategy,8.2,30 September 1997,1997-09-30,0
917262,a6955,b7727,Stardew Valley,ConcernedApe|Sickhead Games|LLC,Chucklefish|505 Games|ConcernedApe,Linux|Macintosh|Nintendo Switch|PC|PlayStation 4|PlayStation Vita|Xbox One,Role-Playing,8.4,31 Dec 2014,2014-12-31,Train Valley,Alexey Davydov|Sergey Dvoynikov|Timofey Shargorodskiy,Flazm,PC,Simulation,7.3,16 September 2015,2015-09-16,0
917567,a5503,b7732,Playman Winter Games (2004),Mr. Goodliving,Mr. Goodliving|RealNetworks,Mobile,Sports,8.8,18 Dec 2004,2004-12-18,Transformers (2004),Melbourne House,Atari,PlayStation 2,Third-Person|Shooter,8.5,11 May 2004,2004-05-11,0
920774,a8062,b7755,Trials Fusion,RedLynx,Ubisoft,PC|PlayStation 4|Xbox 360|Xbox One,Arcade|Driving/Racing,7.4,15 Apr 2014,2014-04-15,Trials Fusion,RedLynx,Ubisoft,PC|PlayStation 4|Xbox 360|Xbox One,Platform|Racing,7.6,15 April 2014,2014-04-15,1
935582,a1090,b7922,Castlevania Chronicles,Konami,Konami|SCEA,PlayStation|Sharp X68000,2D|Platformer|Action,7.2,8 Oct 2001,2001-10-08,Uru: Complete Chronicles,Cyan Worlds,Cyan Worlds,PC,Adventure|Puzzle,6.8,,,0
947791,a2831,b8064,Game of Thrones,Cyanide,ATLUS|Focus Home Interactive,PC|PlayStation 3|Xbox 360,Role-Playing,6.8,15 May 2012,2012-05-15,War of the Roses,Fatshark,Paradox Interactive,PC,,5.5,02 October 2012,2012-10-02,0
953210,a8401,b8085,Warhammer 40000: Kill Team,Nomad Games|THQ Warrington,Sega|THQ,PC|PlayStation 3|Xbox 360,3D|Action|Shooter|Third-Person,7.3,13 Jul 2011,2011-07-13,Warhammer 40000: Kill Team,THQ,THQ,PC|PlayStation 3|Xbox 360,Third-Person Shooter,6.3,13 July 2011,2011-07-13,1
960315,a8512,b8168,Wii Sports Resort,Nintendo,Nintendo,Wii,Sports,8.3,26 Jul 2009,2009-07-26,Wii Sports Resort,Nintendo EAD,Nintendo,Wii,,7.7,26 July 2009,2009-07-26,1
125,a10,b2,007: The World is not Enough,Eurocom Entertainment Software|Black Ops Entertainment,Electronic Arts,Nintendo 64|PlayStation,Action|First-Person|Shooter|3D,7.6,1 Nov 2000,2000-11-01,007: The World Is Not Enough,Eurocom|Black Ops,Electronic Arts,Nintendo 64|PlayStation,First-Person|Shooter,7.0,17 October 2000,2000-10-17,1
31956,a3480,b260,Ion Assault,Black Inc.|bitComposer Games,bitComposer Games|Microsoft Game Studios,PC|PlayStation 3|Xbox 360,Shoot-'Em-Up|Action|2D,6.7,23 Sep 2009,2009-09-23,Alien Breed 2: Assault,Team 17,,PC|PlayStation 3|Xbox 360,Action|Shooter,6.0,22 September 2010,2010-09-22,0
36120,a7743,b306,The Whispered World,Daedalic Entertainment,Daedalic Entertainment|Viva Media|LLC|Deep Silver,iOS (iPhone/iPad)|Linux|Macintosh|PC,Adventure,7.3,26 Apr 2010,2010-04-26,Alter World,,,PC,Platform|Puzzle,5.8,,,0
47612,a441,b462,Assassin's Creed Syndicate,Ubisoft Quebec,Ubisoft,PC|PlayStation 4|Xbox One,Adventure|Action,7.2,23 Oct 2015,2015-10-23,Assassin's Creed Chronicles: Russia,Climax Studios,Ubisoft Entertainment,PC|PlayStation 4|PlayStation Vita|Xbox One,Action|Adventure,6.0,09 February 2016,2016-02-09,0
54608,a462,b509,Atelier Iris 2: The Azoth of Destiny,Gust,Koei|Gust|THQ|NIS America,PlayStation 2,Role-Playing,8.2,25 Apr 2006,2006-04-25,Atelier Iris 2: The Azoth of Destiny,Gust,JP: Gust|NA: Nippon Ichi Software|EU: Koei,PlayStation 2,RPG,7.7,25 April 2006,2006-04-25,1
63872,a8586,b596,World Class Baseball,Hudson,Hudson|Hudson Soft|NEC Interchannel,Sharp X68000|TurboGrafx-16,Simulation|Sports|Team-Based|Baseball,6.0,1989,1989-01-01,Baseball,Nintendo,Nintendo,Game Boy|NES,Sports,4.0,1989,1989-01-01,0
80382,a666,b691,Beautiful Katamari,Now Production,Namco Bandai Games|Bandai Namco Games|Eidos Interactive,Xbox 360,Puzzle,7.5,16 Oct 2007,2007-10-16,Beautiful Katamari,Namco|NOW Production,Namco Bandai,Xbox 360,Third-Person|Action|Puzzle,7.2,16 October 2007,2007-10-16,1
85732,a515,b777,Back to the Future: The Game,Telltale Games|Iron Galaxy Studios,Telltale Games|Deep Silver,iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|PlayStation 4|Wii|Xbox 360|Xbox One,Third-Person|3D|Adventure,7.8,29 Sep 2011,2011-09-29,Black Rock Shooter: The Game,Imageepoch,Imageepoch,PSP,Action|Role-Playing,7.7,,,0
93955,a827,b864,Blur,Bizarre Creations,Activision|Mastertronic|Square Enix,PC|PlayStation 3|Xbox 360,Driving/Racing|Arcade,7.9,25 May 2010,2010-05-25,Blur,Bizarre Creations,Activision,PC|PlayStation 3|Xbox 360,Racing|Vehicular combat,7.3,25 May 2010,2010-05-25,1
108294,a5297,b977,Overlord: Dark Legend,Climax Group,Codemasters,Wii,Adventure|Action,7.4,23 Jun 2009,2009-06-23,Brutal Legend,Double Fine,Electronic Arts,Linux|Mac|PC|PlayStation 3|Xbox 360,Real-Time|Action|Adventure|Strategy,7.3,13 October 2009,2009-10-13,0
123688,a4990,b1108,NeverEnd (2006),Mayhem Studios,DreamCatcher Interactive|Dusk2Dawn Interactive,PC,Role-Playing,5.1,2 Oct 2006,2006-10-02,Cars (2006),Locomotive Games|Rainbow Studios|Capybara Games,THQ,Game Boy Advance|Nintendo DS|Nintendo GameCube|PC|PlayStation 2|PSP|Xbox 360,Adventure|Racing,5.9,05 June 2006,2006-06-05,0
145748,a1293,b1295,Command & Conquer: Red Alert,Electronic Arts|Westwood Studios,Electronic Arts|Westwood Studios|Sold Out Software|Virgin Interactive,BlackBerry|iOS (iPhone/iPad)|PC|PlayStation,Real-Time|Strategy,8.7,31 Oct 1996,1996-10-31,Command & Conquer: Red Alert - The Aftermath,Intelligent Games,West Wood Studios,PC,,8.4,30 September 1997,1997-09-30,0
147616,a6716,b1304,Space Bunnies Must Die!,Jinx,Ripcord Games,PC,Action,5.1,31 Oct 1998,1998-10-31,Commander Keen 3: Keen Must Die!,id Software,Apogee Software,PC,Scrolling|Platform,6.5,,,0
166661,a1513,b1503,Dance Dance Revolution Ultramix 2,Konami Computer Entertainment Hawaii,Konami,Xbox,Music/Rhythm,8.4,18 Nov 2004,2004-11-18,Dance Dance Revolution Extreme 2,Konami,Konami,PlayStation 2,Music|Exercise,6.8,28 September 2005,2005-09-28,0
178622,a2697,b1594,Forza Horizon 3,PLAYGROUND,Microsoft Game Studios,PC|Xbox One,Driving/Racing|Simulation,8.7,23 Sep 2016,2016-09-23,Dead Horizon,14 Hours Productions,14 Hours Productions,PC,,7.3,11 August 2017,2017-08-11,0
185178,a1615,b1642,Dead or Alive,Team Ninja,Tecmo|SCEE,Arcade Games|PlayStation|Saturn,3D|Action|Fighting,7.7,1996,1996-01-01,Dead or Alive Xtreme 3: Fortune,Team Ninja,Koei Tecmo,PlayStation 4|PlayStation Vita,Sports,7.3,,,0
199540,a218,b1784,Alien Trilogy,Probe Entertainment Limited,Acclaim|Acclaim Japan|Tec Toy,PC|PlayStation|Saturn,First-Person|Shooter|3D|Action,6.9,February 1996,1996-02-01,Die Hard Trilogy,Probe Entertainment,Fox Interactive,PC|PlayStation|Sega Saturn,First-person shooter|Third-person Shooter,6.5,20 August 1996,1996-08-20,0
203131,a1823,b1819,Disciples II: Dark Prophecy,Strategy First,Strategy First|Mindscape Inc.,PC,Strategy|Turn-Based,8.4,22 Jan 2002,2002-01-22,Disciples II: Dark Prophecy,Strategy First,Infogrames|Stardock,PC,Fantasy turn-based strategy,7.0,24 January 2002,2002-01-24,1
206581,a1844,b1849,Disney Infinity 3.0 Edition,Avalanche Software,Disney Interactive Studios|Bandai Namco Games,Android|iOS (iPhone/iPad)|Macintosh|PC|PlayStation 3|PlayStation 4|Wii U|Xbox 360|Xbox One,Adventure|Action,7.4,30 Aug 2015,2015-08-30,Disney Infinity 3.0,Avalanche Software,Disney Interactive Studios|LucasArts,PC|PlayStation 4|Wii U|Xbox One,Action|Adventure|Sandbox,7.2,30 August 2015,2015-08-30,1
227948,a1975,b1996,Dragon Ball Z: Budokai Tenkaichi,Spike,Bandai|Atari SA,PlayStation 2,Action|3D|Fighting,8.6,18 Oct 2005,2005-10-18,Dragon Ball Z: Budokai Tenkaichi,Spike,Atari|Bandai Namco|Bandai Games,PlayStation 2,Fighting,7.0,18 October 2005,2005-10-18,1
227958,a1985,b1996,Dragon Ball Z: Supersonic Warriors 2,Arc System Works,Atari SA|Bandai,DS,Fighting|Action|2D,8.2,20 Nov 2005,2005-11-20,Dragon Ball Z: Budokai Tenkaichi,Spike,Atari|Bandai Namco|Bandai Games,PlayStation 2,Fighting,7.0,18 October 2005,2005-10-18,0
229645,a1962,b2003,Dragon Ball GT: Final Bout,TOSE,Bandai|Atari SA,PlayStation,2D|Fighting|Action,5.7,31 Jul 1997,1997-07-31,Dragon Ball Z: Idainaru Dragon Ball Densetsu,TOSE,Bandai,PlayStation|Sega Saturn,Action|Fighting,7.5,,,0
231674,a1991,b2009,Dragon Ball Z: Ultimate Battle 22,TOSE,Bandai|Infogrames,PlayStation,Fighting|Action|2D,3.7,25 Mar 2003,2003-03-25,Dragon Ball Z: Super Butouden,,Bandai,Super Nintendo,,6.0,,,0
235525,a2003,b2019,Dragon Quest III,Square Enix|TOSE|ChunSoft|Heart Beat,Square Enix|Enix Corporation|Enix America|Inc.,3DS|Android|Game Boy Color|iOS (iPhone/iPad)|Mobile|NES|PlayStation 4|Super Nintendo,Role-Playing,8.7,December 1996,1996-12-01,Dragon Fantasy,Muteki Corporation,,PlayStation 3|PlayStation Vita,Role-Playing,6.8,,,0
251238,a4489,b2117,MLB 2000,989 Sports,SCEA,PlayStation,Team-Based|Baseball|Simulation|Sports,7.8,28 Feb 1999,1999-02-28,Dune 2000,Intelligent Games|Westwood Studios,Virgin Interactive (1998)|Electronic Arts (1999 onwards),PC,Real-time strategy,7.2,September 1998,1998-09-01,0
258614,a6207,b2167,Samurai Warriors: Katana,Omega Force,Koei,Wii,Tactical|Action|First-Person|Shooter,6.1,16 Jan 2008,2008-01-16,Dynasty Warriors 6,Omega Force,Koei,PC|PlayStation 2|PlayStation 3|Xbox 360,Hack and slash|Action,6.6,19 February 2008,2008-02-19,0
283546,a2463,b2463,Far Cry,Crytek|Ubisoft Montreal,Ubisoft|Mastertronic|Sold Out Software|Frontier Groove,PC|PlayStation 3|Wii|Xbox|Xbox 360,Shooter|3D|Action|First-Person,8.8,23 Mar 2004,2004-03-23,Far Cry,Crytek,Ubisoft,PC|Xbox,First-person shooter,7.5,23 March 2004,2004-03-23,1
285213,a2478,b2490,Fatal Frame: Maiden of Black Water,Koei Tecmo Games,Nintendo,Wii U,Action|Adventure|Survival|3D,7.1,22 Oct 2015,2015-10-22,Fatal Frame IV: Mask of the Lunar Eclipse,Tecmo|Grasshopper Manufacture,Nintendo,Wii,,7.1,,,0
288931,a2541,b2526,Fight Night Round 2,EA Sports,EA Sports,GameCube|PlayStation 2|Xbox,Sports|Boxing,8.9,28 Feb 2005,2005-02-28,Fight Night Round 3,EA Chicago,EA Sports,PlayStation 2|PlayStation 3|PSP|Xbox 360,Sports,7.0,20 February 2006,2006-02-20,0
293978,a2577,b2549,Final Fantasy IV,Square Enix|Matrix Software|TOSE|SquareSoft|Sting,Square Enix|Nintendo|SquareSoft,Android|DS|Game Boy Advance|iOS (iPhone/iPad)|Mobile|PC|PlayStation|Super Nintendo|WonderSwan Color,Role-Playing,8.8,12 Dec 2005,2005-12-12,Final Fantasy III (3D),Square Enix,Square Enix,Android|iOS|Mobile|Nintendo 3DS|Nintendo DS|Ouya|PC|PlayStation Vita|PSP,Role-Playing,7.3,14 November 2006,2006-11-14,0
294097,a2568,b2550,Final Fantasy Crystal Chronicles,Square Enix,Nintendo,GameCube,Role-Playing|Action,8.0,9 Feb 2004,2004-02-09,Final Fantasy III (Original),Square,Square,Emulated|NES|Nintendo DS|PlayStation|PSP|Super Nintendo,Role-Playing,7.8,,,0
298129,a2452,b2569,Fantasy General,SSI,Mindscape Inc.|SSI,PC,Strategy|Turn-Based,8.1,29 Feb 1996,1996-02-29,Final Fantasy Type-0,Square Enix 1st Production Department,Square Enix,PlayStation 4|PSP|Xbox One,Real-Time|Action|Role-Playing,7.1,,,0
298367,a2590,b2571,Final Fantasy X / X-2 HD Remaster,Square Enix|Virtuos,Square Enix|SCEI,PC|PlayStation 3|PlayStation 4|PlayStation Vita,Compilation,8.7,18 Mar 2014,2014-03-18,Final Fantasy V,Square,Square,Android|Emulated|Game Boy Advance|iOS|PC|PlayStation|PlayStation 3|PlayStation Vita|PSP|Super Nintendo,Role-Playing,8.0,,,0
299902,a2575,b2582,Final Fantasy IV: The After Years,Square Enix|Matrix Software,Square Enix,Android|iOS (iPhone/iPad)|Mobile|PC|Wii,Role-Playing,7.1,1 Jun 2009,2009-06-01,Final Fantasy XIII,Square Enix,Square Enix,PC|PlayStation 3|Xbox 360,Role-Playing,7.5,17 December 2009,2009-12-17,0
300575,a2597,b2585,Final Fantasy XIV Online: A Realm Reborn,Square Enix,Square Enix,PC|PlayStation 3|PlayStation 4,Role-Playing|MMO,8.1,27 Aug 2013,2013-08-27,Final Fantasy XII International Zodiac Job System,Square Enix,Square Enix|Basiscape,PlayStation 2,Role-Playing,8.7,,,0
340891,a2970,b2951,Gothic 3,Piranha Bytes,JoWooD Entertainment AG|Aspyr|Auran,PC,Role-Playing,7.7,14 Nov 2006,2006-11-14,Gothic 3,Piranha Bytes,EU: JoWood Productions|EU: Deep Silver|NA: Aspyr Media,PC,Action role-playing,7.4,20 November 2006,2006-11-20,1
341250,a5372,b2955,Patrician III: Rise of the Hanse,Ascaron Entertainment GmbH,Encore Software|Inc.|Kalypso|Infogrames,PC,Strategy|Real-Time,8.1,31 Oct 2003,2003-10-31,Gothic II: Night of the Raven,Piranha Bytes,JoWood|Aspyr,PC,Role-Playing,9.1,,,0
403029,a3602,b3582,Just Cause 3,Avalanche Studios|Square Enix,Square Enix|Bandai Namco Games,PC|PlayStation 4|Xbox One,Action|Adventure,7.0,30 Nov 2015,2015-11-30,Just Cause 3: Sky Fortress DLC,Avalanche Studios,Square Enix,PC|PlayStation 4|Xbox One,Action|Adventure,6.8,08 March 2016,2016-03-08,0
409540,a3702,b3666,Kingdom Hearts Re:coded,Square Enix|h.a.n.d. Inc.,Square Enix,DS,Action|Role-Playing,7.6,11 Jan 2011,2011-01-11,Kingdom Hearts Final Mix,Square Enix,Square Enix,PlayStation 2|PlayStation 3|PlayStation 4,Action|Role-Playing,8.4,,,0
444881,a6520,b3919,Sinbad: Legend of the Seven Seas,Small Rockets,Atari SA,PC,Adventure|Action,6.6,31 Oct 2003,2003-10-31,Lionheart: Legacy of the Crusader,Reflexive Entertainment,Black Isle Studios,PC,Action|Role-Playing,7.1,13 August 2003,2003-08-13,0
453250,a4012,b4024,Luxor 2,MumboJumbo,MumboJumbo|Microsoft Game Studios,iOS (iPhone/iPad)|Macintosh|PC|Xbox 360,Puzzle,7.2,15 Nov 2006,2006-11-15,Luxor Evolved,,,PC,Puzzle,7.0,,,0
463875,a4156,b4133,Mario Kart 7,Entertainment Analysis & Development Division|Retro Studios,Nintendo,3DS,Arcade|Driving/Racing,8.5,4 Dec 2011,2011-12-04,Mario Kart 7,Nintendo EAD|Retro Studios,Nintendo,Nintendo 2DS|Nintendo 3DS,Racing,8.2,04 December 2011,2011-12-04,1
467100,a2141,b4157,EA Sports MMA,EA Sports|EA Tiburon,Electronic Arts|EA Sports,iOS (iPhone/iPad)|PlayStation 3|Xbox 360,Boxing|Sports,7.7,19 Oct 2010,2010-10-19,Mario Sports Mix,Square Enix|Nintendo SPD Group No.4,Nintendo,Wii,Sports,7.2,07 February 2011,2011-02-07,0
486954,a4310,b4293,Mega Man Xtreme 2,Capcom,Capcom,Game Boy Color,Action|2D|Platformer,7.7,30 Oct 2001,2001-10-30,Mega Man Battle Network 2,Capcom Production Studio 2,Capcom,Emulated|Game Boy Advance,,8.2,17 June 2002,2002-06-17,0
487916,a4314,b4297,Mega Man Zero 4,Inti,Capcom,Game Boy Advance,2D|Platformer|Action,8.7,4 Oct 2005,2005-10-04,Mega Man Battle Network 6,Capcom Production Studio 2,Capcom,Game Boy Advance,Real-Time|Role-Playing|Tactical,7.4,13 June 2006,2006-06-13,0
489813,a4290,b4307,Mega Man Battle Network 5,Capcom,Capcom,Game Boy Advance,Role-Playing|Action,8.7,21 Jun 2005,2005-06-21,Mega Man Powered Up,Capcom,Capcom,PSP,Action|Platform,7.0,14 March 2006,2006-03-14,0
491762,a4312,b4322,Mega Man Zero 2,Inti,Capcom,Game Boy Advance,2D|Platformer|Action,8.7,14 Oct 2003,2003-10-14,Mega Man X: Command Mission,Capcom Production Studio 3,Capcom,Nintendo GameCube|PlayStation 2,Role-Playing,6.8,21 September 2004,2004-09-21,0
495681,a4365,b4360,Metal Slug 7,SNK Playmore,SNK Playmore|Ignition Entertainment,DS,Action|2D|Shoot-'Em-Up,7.8,18 Nov 2008,2008-11-18,Metal Gear (MSX),Konami,Konami,MSX|PlayStation 2|PlayStation 3|PlayStation Vita|Xbox 360,Stealth,7.1,,,0
497636,a4354,b4370,Metal Gear Solid: Portable Ops,Kojima Productions,Konami,PSP,Adventure|Action,9.0,5 Dec 2006,2006-12-05,Metal Gear Solid: Digital Graphic Novel,Kojima Productions,Konami,PSP,Hidden Object|Interactive Art,6.6,12 June 2006,2006-06-12,0
502121,a8552,b4408,Wipeout Fusion,Studio Liverpool,Bam Entertainment|SCEE,PlayStation 2,Arcade|Driving/Racing,7.9,17 Jun 2002,2002-06-17,Metroid Fusion,Nintendo R&amp;D1,Nintendo,Android|Emulated|Game Boy Advance|Nintendo 3DS|Nintendo DS|Wii U,Action|Adventure|Shooter,8.4,17 November 2002,2002-11-17,0
521291,a4550,b4540,Monster Hunter Generations,Capcom,Capcom,3DS,Role-Playing|Action,8.9,15 Jul 2016,2016-07-15,Monster Hunter Portable 3rd,Capcom,Capcom,PlayStation 3|PSP,Action|Role-playing,8.9,,,0
521306,a4566,b4540,Monster Rancher,Tecmo,Tecmo,PlayStation,Strategy|Simulation,8.5,30 Nov 1997,1997-11-30,Monster Hunter Portable 3rd,Capcom,Capcom,PlayStation 3|PSP,Action|Role-playing,8.9,,,0
537296,a4743,b4728,Naruto: Clash of Ninja Revolution 2,Eighting,Tomy Corporation,Wii,Fighting|Action|3D,8.4,21 Oct 2008,2008-10-21,Naruto: Path of the Ninja,,Tomy,Nintendo DS,Adventure,6.0,23 October 2007,2007-10-23,0
537382,a7662,b4729,The Settlers: Rise of an Empire,Blue Byte|Ubisoft,Ubisoft,PC,Management|Strategy,7.5,25 Sep 2007,2007-09-25,Naruto: Rise of a Ninja,Ubisoft Montreal Studios,Ubisoft Entertainment Ubisoft Montreal Studios,Xbox 360,Action|Adventure,7.2,30 October 2007,2007-10-30,0
540948,a4767,b4747,Naruto: Ultimate Ninja Heroes,Bandai,Namco Bandai Games|Bandai Namco Games|Atari SA,PSP,3D|Fighting|Action,7.9,28 Aug 2007,2007-08-28,Naruto: Uzumaki Chronicles,Cavia,Namco Bandai Games,PlayStation 2,,5.4,16 November 2006,2006-11-16,0
543191,a4947,b4776,Need for Speed III: Hot Pursuit,EA Seattle|EA Canada,Electronic Arts|Sold Out Software,PC|PlayStation,Arcade|Driving/Racing,8.4,12 Oct 1998,1998-10-12,Need for Speed: Underground Rivals,,Electronic Arts,PSP,Racing,5.7,,,0
550668,a7624,b4832,The Nightmare of Druaga,Arika,Arika|Namco,PlayStation 2,Roguelike|Role-Playing,5.8,26 Oct 2004,2004-10-26,Nightmare House 2,We Create Stuff,We Create Stuff,PC,First Person Shooter,7.2,,,0
562496,a5228,b4964,Onechanbara: Bikini Zombie Slayers,Tamsoft,D3Publisher,Wii,Action|2D|Beat-'Em-Up,6.2,10 Feb 2009,2009-02-10,Onechanbara: Bikini Samurai Squad,Tamsoft,D3,Xbox 360,Hack and slash,6.6,10 February 2009,2009-02-10,1
574000,a5387,b5104,Peggle,Magmic|PopCap|Vega Mobile,Magmic|Apple|PopCap,BlackBerry|iOS (iPhone/iPad)|PlayStation 3|PSP|Xbox 360|Zeebo,Action|Puzzle,8.3,18 Dec 2007,2007-12-18,Peggle Nights,PopCap Games,PopCap Games,iOS|PC|PlayStation 3|Xbox 360,Puzzle,7.3,16 September 2008,2008-09-16,0
586893,a2448,b5209,Fantasia: Music Evolved,Harmonix Music Systems,Disney Interactive Studios|Microsoft Game Studios,Xbox 360|Xbox One,Music/Rhythm,7.7,21 Oct 2014,2014-10-21,Plague Inc: Evolved,Ndemic Creations,Ndemic Creations,Android|iOS|PC|PlayStation 4,Simulation|Strategy,7.1,20 February 2014,2014-02-20,0
594943,a649,b5296,BattleZone (2006),Paradigm Entertainment,Atari SA,PSP,Simulation,6.7,6 Nov 2006,2006-11-06,Prey (2006),Human Head Studios|3D Realms|Venom Games,2K Games,PC|Xbox 360,First-Person|Shooter,7.4,11 July 2006,2006-07-11,0
603200,a3953,b5345,Looney Tunes Racing,Xantera|Circus Freak,Infogrames,Game Boy Color|PlayStation,Arcade|Driving/Racing,6.9,13 Nov 2000,2000-11-13,Project Gotham Racing,Bizarre Creations,Microsoft Game Studios,Xbox,Racing,6.8,09 November 2001,2001-11-09,0
617203,a1518,b5521,Dance Dance Revolution,Konami,Konami,Arcade Games|PC|PlayStation,Music/Rhythm,8.3,9 May 2001,2001-05-09,Rayman 2: Revolution,Ubisoft,Ubisoft,PlayStation 2,Platform,6.6,30 January 2001,2001-01-30,0
645973,a6145,b5774,Rune Factory 2: A Fantasy Harvest Moon,Neverland,Natsume|Rising Star Games|Marvelous,DS,Role-Playing,8.3,18 Nov 2008,2008-11-18,Rune Factory 2: A Fantasy Harvest Moon,Neverland Co.,JP: Marvelous Entertainment|NA: Natsume|EU: Rising Star Games,Nintendo DS,Simulation|RPG,7.9,18 November 2008,2008-11-18,1
646508,a6145,b5778,Rune Factory 2: A Fantasy Harvest Moon,Neverland,Natsume|Rising Star Games|Marvelous,DS,Role-Playing,8.3,18 Nov 2008,2008-11-18,Rune Factory Frontier,Neverland Co.,JP: Marvelous Entertainment|NA: Xseed Games/Marvelous Entertainment USA|EU: Rising Star Games,Wii,Simulation|RPG,7.5,17 March 2009,2009-03-17,0
659691,a6265,b5940,Scurge: Hive,Orbital Media|Inc.,SouthPeak Games,DS|Game Boy Advance,Action|Adventure,7.3,31 Oct 2006,2006-10-31,Scurge: Hive,Orbital Media,SouthPeak Interactive,Game Boy Advance|Nintendo DS,Action|Adventure,6.5,24 October 2006,2006-10-24,1
660946,a7514,b5950,The Incredible Hulk (2008),Amaze Entertainment|Edge of Reality,Sega,DS|PC|PlayStation 2|PlayStation 3|Wii|Xbox 360,Action,5.7,5 Jun 2008,2008-06-05,Secret Service (2008),Cauldron HQ,Activision,PC|Xbox 360,First-Person Shooter,4.4,04 November 2008,2008-11-04,0
672513,a6439,b6034,Shonen Jump's Shaman King: Legacy of the Spirits Soaring Hawk,KCEJ,Konami,Game Boy Advance,Action|Adventure,7.7,8 Feb 2005,2005-02-08,Shaman King: Master of Spirits 2,Konami,Konami,Game Boy Advance,Adventure,7.5,02 August 2005,2005-08-02,0
680572,a6295,b6100,Sega GT 2002,Wow Entertainment,Sega,Xbox,Simulation|Driving/Racing,7.6,2 Sep 2002,2002-09-02,Shinobi (2002),Overworks,Sega,PlayStation 2,Action|Adventure,6.9,10 November 2002,2002-11-10,0
688009,a6477,b6154,Silent Hill: Downpour,Vatra|Konami,Konami,PlayStation 3|Xbox 360,Action|Adventure|Survival|3D,7.8,13 Mar 2012,2012-03-13,Silent Hill 2: Born From A Wish,Konami,Konami,PC|PlayStation 2|PlayStation 3|Xbox|Xbox 360,Survival Horror,8.0,,,0
